,img_Path,Label,img_id
0,/kaggle/working/augmented_images//MR_1_0_f_rotated.png,0,MR_1_0_f_rotated
1,/kaggle/working/augmented_images//MR_1_0_f_sheered.png,0,MR_1_0_f_sheered
2,/kaggle/working/augmented_images//MR_1_0_f_zoomed.png,0,MR_1_0_f_zoomed
3,/kaggle/working/augmented_images//MR_1_0_f_horizontal_flipped.png,0,MR_1_0_f_horizontal_flipped
4,/kaggle/working/augmented_images//MR_1_0_f_brightness_changed.png,0,MR_1_0_f_brightness_changed
5,/kaggle/working/augmented_images//MR_2_0_f_rotated.png,0,MR_2_0_f_rotated
6,/kaggle/working/augmented_images//MR_2_0_f_sheered.png,0,MR_2_0_f_sheered
7,/kaggle/working/augmented_images//MR_2_0_f_zoomed.png,0,MR_2_0_f_zoomed
8,/kaggle/working/augmented_images//MR_2_0_f_horizontal_flipped.png,0,MR_2_0_f_horizontal_flipped
9,/kaggle/working/augmented_images//MR_2_0_f_brightness_changed.png,0,MR_2_0_f_brightness_changed
10,/kaggle/working/augmented_images//MR_3_0_f_rotated.png,0,MR_3_0_f_rotated
11,/kaggle/working/augmented_images//MR_3_0_f_sheered.png,0,MR_3_0_f_sheered
12,/kaggle/working/augmented_images//MR_3_0_f_zoomed.png,0,MR_3_0_f_zoomed
13,/kaggle/working/augmented_images//MR_3_0_f_horizontal_flipped.png,0,MR_3_0_f_horizontal_flipped
14,/kaggle/working/augmented_images//MR_3_0_f_brightness_changed.png,0,MR_3_0_f_brightness_changed
15,/kaggle/working/augmented_images//MR_5_0_f_rotated.png,0,MR_5_0_f_rotated
16,/kaggle/working/augmented_images//MR_5_0_f_sheered.png,0,MR_5_0_f_sheered
17,/kaggle/working/augmented_images//MR_5_0_f_zoomed.png,0,MR_5_0_f_zoomed
18,/kaggle/working/augmented_images//MR_5_0_f_horizontal_flipped.png,0,MR_5_0_f_horizontal_flipped
19,/kaggle/working/augmented_images//MR_5_0_f_brightness_changed.png,0,MR_5_0_f_brightness_changed
20,/kaggle/working/augmented_images//MR_6_0_f_rotated.png,0,MR_6_0_f_rotated
21,/kaggle/working/augmented_images//MR_6_0_f_sheered.png,0,MR_6_0_f_sheered
22,/kaggle/working/augmented_images//MR_6_0_f_zoomed.png,0,MR_6_0_f_zoomed
23,/kaggle/working/augmented_images//MR_6_0_f_horizontal_flipped.png,0,MR_6_0_f_horizontal_flipped
24,/kaggle/working/augmented_images//MR_6_0_f_brightness_changed.png,0,MR_6_0_f_brightness_changed
25,/kaggle/working/augmented_images//MR_7_0_f_rotated.png,1,MR_7_0_f_rotated
26,/kaggle/working/augmented_images//MR_7_0_f_sheered.png,1,MR_7_0_f_sheered
27,/kaggle/working/augmented_images//MR_7_0_f_zoomed.png,1,MR_7_0_f_zoomed
28,/kaggle/working/augmented_images//MR_7_0_f_horizontal_flipped.png,1,MR_7_0_f_horizontal_flipped
29,/kaggle/working/augmented_images//MR_7_0_f_brightness_changed.png,1,MR_7_0_f_brightness_changed
30,/kaggle/working/augmented_images//MR_8_0_f_rotated.png,1,MR_8_0_f_rotated
31,/kaggle/working/augmented_images//MR_8_0_f_sheered.png,1,MR_8_0_f_sheered
32,/kaggle/working/augmented_images//MR_8_0_f_zoomed.png,1,MR_8_0_f_zoomed
33,/kaggle/working/augmented_images//MR_8_0_f_horizontal_flipped.png,1,MR_8_0_f_horizontal_flipped
34,/kaggle/working/augmented_images//MR_8_0_f_brightness_changed.png,1,MR_8_0_f_brightness_changed
35,/kaggle/working/augmented_images//MR_9_0_f_rotated.png,1,MR_9_0_f_rotated
36,/kaggle/working/augmented_images//MR_9_0_f_sheered.png,1,MR_9_0_f_sheered
37,/kaggle/working/augmented_images//MR_9_0_f_zoomed.png,1,MR_9_0_f_zoomed
38,/kaggle/working/augmented_images//MR_9_0_f_horizontal_flipped.png,1,MR_9_0_f_horizontal_flipped
39,/kaggle/working/augmented_images//MR_9_0_f_brightness_changed.png,1,MR_9_0_f_brightness_changed
40,/kaggle/working/augmented_images//MR_10_0_f_rotated.png,1,MR_10_0_f_rotated
41,/kaggle/working/augmented_images//MR_10_0_f_sheered.png,1,MR_10_0_f_sheered
42,/kaggle/working/augmented_images//MR_10_0_f_zoomed.png,1,MR_10_0_f_zoomed
43,/kaggle/working/augmented_images//MR_10_0_f_horizontal_flipped.png,1,MR_10_0_f_horizontal_flipped
44,/kaggle/working/augmented_images//MR_10_0_f_brightness_changed.png,1,MR_10_0_f_brightness_changed
45,/kaggle/working/augmented_images//MR_11_0_f_rotated.png,1,MR_11_0_f_rotated
46,/kaggle/working/augmented_images//MR_11_0_f_sheered.png,1,MR_11_0_f_sheered
47,/kaggle/working/augmented_images//MR_11_0_f_zoomed.png,1,MR_11_0_f_zoomed
48,/kaggle/working/augmented_images//MR_11_0_f_horizontal_flipped.png,1,MR_11_0_f_horizontal_flipped
49,/kaggle/working/augmented_images//MR_11_0_f_brightness_changed.png,1,MR_11_0_f_brightness_changed
50,/kaggle/working/augmented_images//MR_12_0_f_rotated.png,1,MR_12_0_f_rotated
51,/kaggle/working/augmented_images//MR_12_0_f_sheered.png,1,MR_12_0_f_sheered
52,/kaggle/working/augmented_images//MR_12_0_f_zoomed.png,1,MR_12_0_f_zoomed
53,/kaggle/working/augmented_images//MR_12_0_f_horizontal_flipped.png,1,MR_12_0_f_horizontal_flipped
54,/kaggle/working/augmented_images//MR_12_0_f_brightness_changed.png,1,MR_12_0_f_brightness_changed
55,/kaggle/working/augmented_images//MR_13_0_f_rotated.png,0,MR_13_0_f_rotated
56,/kaggle/working/augmented_images//MR_13_0_f_sheered.png,0,MR_13_0_f_sheered
57,/kaggle/working/augmented_images//MR_13_0_f_zoomed.png,0,MR_13_0_f_zoomed
58,/kaggle/working/augmented_images//MR_13_0_f_horizontal_flipped.png,0,MR_13_0_f_horizontal_flipped
59,/kaggle/working/augmented_images//MR_13_0_f_brightness_changed.png,0,MR_13_0_f_brightness_changed
60,/kaggle/working/augmented_images//MR_14_0_f_rotated.png,0,MR_14_0_f_rotated
61,/kaggle/working/augmented_images//MR_14_0_f_sheered.png,0,MR_14_0_f_sheered
62,/kaggle/working/augmented_images//MR_14_0_f_zoomed.png,0,MR_14_0_f_zoomed
63,/kaggle/working/augmented_images//MR_14_0_f_horizontal_flipped.png,0,MR_14_0_f_horizontal_flipped
64,/kaggle/working/augmented_images//MR_14_0_f_brightness_changed.png,0,MR_14_0_f_brightness_changed
65,/kaggle/working/augmented_images//MR_15_0_f_rotated.png,0,MR_15_0_f_rotated
66,/kaggle/working/augmented_images//MR_15_0_f_sheered.png,0,MR_15_0_f_sheered
67,/kaggle/working/augmented_images//MR_15_0_f_zoomed.png,0,MR_15_0_f_zoomed
68,/kaggle/working/augmented_images//MR_15_0_f_horizontal_flipped.png,0,MR_15_0_f_horizontal_flipped
69,/kaggle/working/augmented_images//MR_15_0_f_brightness_changed.png,0,MR_15_0_f_brightness_changed
70,/kaggle/working/augmented_images//MR_16_0_f_rotated.png,0,MR_16_0_f_rotated
71,/kaggle/working/augmented_images//MR_16_0_f_sheered.png,0,MR_16_0_f_sheered
72,/kaggle/working/augmented_images//MR_16_0_f_zoomed.png,0,MR_16_0_f_zoomed
73,/kaggle/working/augmented_images//MR_16_0_f_horizontal_flipped.png,0,MR_16_0_f_horizontal_flipped
74,/kaggle/working/augmented_images//MR_16_0_f_brightness_changed.png,0,MR_16_0_f_brightness_changed
75,/kaggle/working/augmented_images//MR_17_0_f_rotated.png,0,MR_17_0_f_rotated
76,/kaggle/working/augmented_images//MR_17_0_f_sheered.png,0,MR_17_0_f_sheered
77,/kaggle/working/augmented_images//MR_17_0_f_zoomed.png,0,MR_17_0_f_zoomed
78,/kaggle/working/augmented_images//MR_17_0_f_horizontal_flipped.png,0,MR_17_0_f_horizontal_flipped
79,/kaggle/working/augmented_images//MR_17_0_f_brightness_changed.png,0,MR_17_0_f_brightness_changed
80,/kaggle/working/augmented_images//MR_19_0_f_rotated.png,1,MR_19_0_f_rotated
81,/kaggle/working/augmented_images//MR_19_0_f_sheered.png,1,MR_19_0_f_sheered
82,/kaggle/working/augmented_images//MR_19_0_f_zoomed.png,1,MR_19_0_f_zoomed
83,/kaggle/working/augmented_images//MR_19_0_f_horizontal_flipped.png,1,MR_19_0_f_horizontal_flipped
84,/kaggle/working/augmented_images//MR_19_0_f_brightness_changed.png,1,MR_19_0_f_brightness_changed
85,/kaggle/working/augmented_images//MR_20_0_f_rotated.png,1,MR_20_0_f_rotated
86,/kaggle/working/augmented_images//MR_20_0_f_sheered.png,1,MR_20_0_f_sheered
87,/kaggle/working/augmented_images//MR_20_0_f_zoomed.png,1,MR_20_0_f_zoomed
88,/kaggle/working/augmented_images//MR_20_0_f_horizontal_flipped.png,1,MR_20_0_f_horizontal_flipped
89,/kaggle/working/augmented_images//MR_20_0_f_brightness_changed.png,1,MR_20_0_f_brightness_changed
90,/kaggle/working/augmented_images//MR_21_0_f_rotated.png,1,MR_21_0_f_rotated
91,/kaggle/working/augmented_images//MR_21_0_f_sheered.png,1,MR_21_0_f_sheered
92,/kaggle/working/augmented_images//MR_21_0_f_zoomed.png,1,MR_21_0_f_zoomed
93,/kaggle/working/augmented_images//MR_21_0_f_horizontal_flipped.png,1,MR_21_0_f_horizontal_flipped
94,/kaggle/working/augmented_images//MR_21_0_f_brightness_changed.png,1,MR_21_0_f_brightness_changed
95,/kaggle/working/augmented_images//MR_22_0_f_rotated.png,0,MR_22_0_f_rotated
96,/kaggle/working/augmented_images//MR_22_0_f_sheered.png,0,MR_22_0_f_sheered
97,/kaggle/working/augmented_images//MR_22_0_f_zoomed.png,0,MR_22_0_f_zoomed
98,/kaggle/working/augmented_images//MR_22_0_f_horizontal_flipped.png,0,MR_22_0_f_horizontal_flipped
99,/kaggle/working/augmented_images//MR_22_0_f_brightness_changed.png,0,MR_22_0_f_brightness_changed
100,/kaggle/working/augmented_images//MR_23_0_f_rotated.png,0,MR_23_0_f_rotated
101,/kaggle/working/augmented_images//MR_23_0_f_sheered.png,0,MR_23_0_f_sheered
102,/kaggle/working/augmented_images//MR_23_0_f_zoomed.png,0,MR_23_0_f_zoomed
103,/kaggle/working/augmented_images//MR_23_0_f_horizontal_flipped.png,0,MR_23_0_f_horizontal_flipped
104,/kaggle/working/augmented_images//MR_23_0_f_brightness_changed.png,0,MR_23_0_f_brightness_changed
105,/kaggle/working/augmented_images//MR_24_0_f_rotated.png,1,MR_24_0_f_rotated
106,/kaggle/working/augmented_images//MR_24_0_f_sheered.png,1,MR_24_0_f_sheered
107,/kaggle/working/augmented_images//MR_24_0_f_zoomed.png,1,MR_24_0_f_zoomed
108,/kaggle/working/augmented_images//MR_24_0_f_horizontal_flipped.png,1,MR_24_0_f_horizontal_flipped
109,/kaggle/working/augmented_images//MR_24_0_f_brightness_changed.png,1,MR_24_0_f_brightness_changed
110,/kaggle/working/augmented_images//MR_25_0_f_rotated.png,1,MR_25_0_f_rotated
111,/kaggle/working/augmented_images//MR_25_0_f_sheered.png,1,MR_25_0_f_sheered
112,/kaggle/working/augmented_images//MR_25_0_f_zoomed.png,1,MR_25_0_f_zoomed
113,/kaggle/working/augmented_images//MR_25_0_f_horizontal_flipped.png,1,MR_25_0_f_horizontal_flipped
114,/kaggle/working/augmented_images//MR_25_0_f_brightness_changed.png,1,MR_25_0_f_brightness_changed
115,/kaggle/working/augmented_images//MR_26_0_f_rotated.png,1,MR_26_0_f_rotated
116,/kaggle/working/augmented_images//MR_26_0_f_sheered.png,1,MR_26_0_f_sheered
117,/kaggle/working/augmented_images//MR_26_0_f_zoomed.png,1,MR_26_0_f_zoomed
118,/kaggle/working/augmented_images//MR_26_0_f_horizontal_flipped.png,1,MR_26_0_f_horizontal_flipped
119,/kaggle/working/augmented_images//MR_26_0_f_brightness_changed.png,1,MR_26_0_f_brightness_changed
120,/kaggle/working/augmented_images//MR_28_0_f_rotated.png,0,MR_28_0_f_rotated
121,/kaggle/working/augmented_images//MR_28_0_f_sheered.png,0,MR_28_0_f_sheered
122,/kaggle/working/augmented_images//MR_28_0_f_zoomed.png,0,MR_28_0_f_zoomed
123,/kaggle/working/augmented_images//MR_28_0_f_horizontal_flipped.png,0,MR_28_0_f_horizontal_flipped
124,/kaggle/working/augmented_images//MR_28_0_f_brightness_changed.png,0,MR_28_0_f_brightness_changed
125,/kaggle/working/augmented_images//MR_29_0_f_rotated.png,1,MR_29_0_f_rotated
126,/kaggle/working/augmented_images//MR_29_0_f_sheered.png,1,MR_29_0_f_sheered
127,/kaggle/working/augmented_images//MR_29_0_f_zoomed.png,1,MR_29_0_f_zoomed
128,/kaggle/working/augmented_images//MR_29_0_f_horizontal_flipped.png,1,MR_29_0_f_horizontal_flipped
129,/kaggle/working/augmented_images//MR_29_0_f_brightness_changed.png,1,MR_29_0_f_brightness_changed
130,/kaggle/working/augmented_images//MR_30_0_f_rotated.png,1,MR_30_0_f_rotated
131,/kaggle/working/augmented_images//MR_30_0_f_sheered.png,1,MR_30_0_f_sheered
132,/kaggle/working/augmented_images//MR_30_0_f_zoomed.png,1,MR_30_0_f_zoomed
133,/kaggle/working/augmented_images//MR_30_0_f_horizontal_flipped.png,1,MR_30_0_f_horizontal_flipped
134,/kaggle/working/augmented_images//MR_30_0_f_brightness_changed.png,1,MR_30_0_f_brightness_changed
135,/kaggle/working/augmented_images//MR_31_0_f_rotated.png,1,MR_31_0_f_rotated
136,/kaggle/working/augmented_images//MR_31_0_f_sheered.png,1,MR_31_0_f_sheered
137,/kaggle/working/augmented_images//MR_31_0_f_zoomed.png,1,MR_31_0_f_zoomed
138,/kaggle/working/augmented_images//MR_31_0_f_horizontal_flipped.png,1,MR_31_0_f_horizontal_flipped
139,/kaggle/working/augmented_images//MR_31_0_f_brightness_changed.png,1,MR_31_0_f_brightness_changed
140,/kaggle/working/augmented_images//MR_34_0_f_rotated.png,1,MR_34_0_f_rotated
141,/kaggle/working/augmented_images//MR_34_0_f_sheered.png,1,MR_34_0_f_sheered
142,/kaggle/working/augmented_images//MR_34_0_f_zoomed.png,1,MR_34_0_f_zoomed
143,/kaggle/working/augmented_images//MR_34_0_f_horizontal_flipped.png,1,MR_34_0_f_horizontal_flipped
144,/kaggle/working/augmented_images//MR_34_0_f_brightness_changed.png,1,MR_34_0_f_brightness_changed
145,/kaggle/working/augmented_images//MR_35_0_f_rotated.png,1,MR_35_0_f_rotated
146,/kaggle/working/augmented_images//MR_35_0_f_sheered.png,1,MR_35_0_f_sheered
147,/kaggle/working/augmented_images//MR_35_0_f_zoomed.png,1,MR_35_0_f_zoomed
148,/kaggle/working/augmented_images//MR_35_0_f_horizontal_flipped.png,1,MR_35_0_f_horizontal_flipped
149,/kaggle/working/augmented_images//MR_35_0_f_brightness_changed.png,1,MR_35_0_f_brightness_changed
150,/kaggle/working/augmented_images//MR_36_0_f_rotated.png,0,MR_36_0_f_rotated
151,/kaggle/working/augmented_images//MR_36_0_f_sheered.png,0,MR_36_0_f_sheered
152,/kaggle/working/augmented_images//MR_36_0_f_zoomed.png,0,MR_36_0_f_zoomed
153,/kaggle/working/augmented_images//MR_36_0_f_horizontal_flipped.png,0,MR_36_0_f_horizontal_flipped
154,/kaggle/working/augmented_images//MR_36_0_f_brightness_changed.png,0,MR_36_0_f_brightness_changed
155,/kaggle/working/augmented_images//MR_38_0_f_rotated.png,The functional activity of the central and peripheral parts of the retina in both eyes is preserved.,MR_38_0_f_rotated
156,/kaggle/working/augmented_images//MR_38_0_f_sheered.png,The functional activity of the central and peripheral parts of the retina in both eyes is preserved.,MR_38_0_f_sheered
157,/kaggle/working/augmented_images//MR_38_0_f_zoomed.png,The functional activity of the central and peripheral parts of the retina in both eyes is preserved.,MR_38_0_f_zoomed
158,/kaggle/working/augmented_images//MR_38_0_f_horizontal_flipped.png,The functional activity of the central and peripheral parts of the retina in both eyes is preserved.,MR_38_0_f_horizontal_flipped
159,/kaggle/working/augmented_images//MR_38_0_f_brightness_changed.png,The functional activity of the central and peripheral parts of the retina in both eyes is preserved.,MR_38_0_f_brightness_changed
160,/kaggle/working/augmented_images//MR_39_0_f_rotated.png,The functional activity of the central and peripheral parts of the retina in both eyes is preserved.,MR_39_0_f_rotated
